study_id	strain	cell_line	trt	mouse_id	adjusted_slope	iso_mean_slope	RTC
66TB6504MC	CC65 F1	MC38	isotype	579-14	NA	0.128896	NA
66TB6504MC	CC65 F1	MC38	isotype	579-17	NA	0.128896	NA
66TB6504MC	CC65 F1	MC38	isotype	579-22	0.137582	0.128896	1.52197
66TB6504MC	CC65 F1	MC38	isotype	579-23	0.138691	0.128896	1.60576
75TB6858MC	CC68 F1	MC38	anti-PD1	821-01	-0.0959756	0.0787893	2.13765e-4
75TB6858MC	CC68 F1	MC38	anti-PD1	821-04	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-07	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-10	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-11	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-16	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-17	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-18	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-19	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-20	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-22	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	anti-PD1	821-24	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	isotype	821-02	0.0613839	0.0787893	0.431008
75TB6858MC	CC68 F1	MC38	isotype	821-03	0.051258	0.0787893	0.264146
75TB6858MC	CC68 F1	MC38	isotype	821-05	0.0995538	0.0787893	2.72932
75TB6858MC	CC68 F1	MC38	isotype	821-06	0.0482006	0.0787893	0.227844
75TB6858MC	CC68 F1	MC38	isotype	821-08	0.0686064	0.0787893	0.611165
75TB6858MC	CC68 F1	MC38	isotype	821-09	0.0571118	0.0787893	0.350569
75TB6858MC	CC68 F1	MC38	isotype	821-12	NA	0.0787893	NA
75TB6858MC	CC68 F1	MC38	isotype	821-13	0.10114	0.0787893	2.94692
75TB6858MC	CC68 F1	MC38	isotype	821-14	0.10516	0.0787893	3.57921
75TB6858MC	CC68 F1	MC38	isotype	821-15	0.086458	0.0787893	1.44892
75TB6858MC	CC68 F1	MC38	isotype	821-21	0.0967569	0.0787893	2.38407
75TB6858MC	CC68 F1	MC38	isotype	821-23	0.0910525	0.0787893	1.80937
72TB1574MC	CC74 F1	MC38	anti-PD1	820-25	-0.233612	0.0770229	2.99692e-7
72TB1574MC	CC74 F1	MC38	anti-PD1	820-26	-0.0248091	0.0770229	0.00726991
72TB1574MC	CC74 F1	MC38	anti-PD1	820-33	-0.1242	0.0770229	5.94725e-5
72TB1574MC	CC74 F1	MC38	anti-PD1	820-34	-0.14149	0.0770229	2.57767e-5
72TB1574MC	CC74 F1	MC38	anti-PD1	820-35	-0.0776613	0.0770229	5.6446e-4
72TB1574MC	CC74 F1	MC38	anti-PD1	820-40	-0.164129	0.0770229	8.62603e-6
72TB1574MC	CC74 F1	MC38	anti-PD1	820-42	-0.129626	0.0770229	4.57492e-5
72TB1574MC	CC74 F1	MC38	anti-PD1	820-43	-0.0892095	0.0770229	3.22938e-4
72TB1574MC	CC74 F1	MC38	anti-PD1	820-45	-0.108912	0.0770229	1.24557e-4
72TB1574MC	CC74 F1	MC38	anti-PD1	820-46	-0.0715801	0.0770229	7.57421e-4
72TB1574MC	CC74 F1	MC38	anti-PD1	820-47	-3.30731e-4	0.0770229	0.0237451
72TB1574MC	CC74 F1	MC38	anti-PD1	820-48	-0.0737743	0.0770229	6.81175e-4
72TB1574MC	CC74 F1	MC38	isotype	820-27	0.100073	0.0770229	3.04829
72TB1574MC	CC74 F1	MC38	isotype	820-28	-0.00487404	0.0770229	0.0190618
72TB1574MC	CC74 F1	MC38	isotype	820-29	0.0982859	0.0770229	2.79591
72TB1574MC	CC74 F1	MC38	isotype	820-30	0.0676466	0.0770229	0.635476
72TB1574MC	CC74 F1	MC38	isotype	820-31	0.0535635	0.0770229	0.321628
72TB1574MC	CC74 F1	MC38	isotype	820-32	0.0693342	0.0770229	0.689507
72TB1574MC	CC74 F1	MC38	isotype	820-36	0.0795871	0.0770229	1.13201
72TB1574MC	CC74 F1	MC38	isotype	820-37	0.0658263	0.0770229	0.581932
72TB1574MC	CC74 F1	MC38	isotype	820-38	0.0536824	0.0770229	0.323481
72TB1574MC	CC74 F1	MC38	isotype	820-39	0.0905028	0.0770229	1.91901
72TB1574MC	CC74 F1	MC38	isotype	820-41	0.148113	0.0770229	31.1095
72TB1574MC	CC74 F1	MC38	isotype	820-44	0.102534	0.0770229	3.43341
16TC7579MC	CC75 F1	MC38	anti-PD1	982-02	0.0741238	0.0624332	1.75996
16TC7579MC	CC75 F1	MC38	anti-PD1	982-03	NA	0.0624332	NA
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-03	NA	0.0829011	NA
16TC7579MC	CC75 F1	MC38	anti-PD1	982-04	NA	0.0624332	NA
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-08	-0.161168	0.0829011	7.491e-6
16TC7579MC	CC75 F1	MC38	anti-PD1	982-09	NA	0.0624332	NA
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-09	NA	0.0829011	NA
16TC7579MC	CC75 F1	MC38	anti-PD1	982-11	NA	0.0624332	NA
16TC7579MC	CC75 F1	MC38	anti-PD1	982-12	NA	0.0624332	NA
16TC7579MC	CC75 F1	MC38	anti-PD1	982-13	NA	0.0624332	NA
16TC7579MC	CC75 F1	MC38	anti-PD1	982-14	NA	0.0624332	NA
16TC7579MC	CC75 F1	MC38	anti-PD1	982-16	NA	0.0624332	NA
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-17	-0.0817144	0.0829011	3.492e-4
16TC7579MC	CC75 F1	MC38	anti-PD1	982-20	NA	0.0624332	NA
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-21	-0.103041	0.0829011	1.24513e-4
16TC7579MC	CC75 F1	MC38	anti-PD1	982-22	-0.040105	0.0624332	0.00702583
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-23	NA	0.0829011	NA
16TC7579MC	CC75 F1	MC38	anti-PD1	982-24	NA	0.0624332	NA
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-26	-0.120283	0.0829011	5.4092e-5
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-29	NA	0.0829011	NA
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-30	NA	0.0829011	NA
51TBCC75MC	CC75 F1	MC38	anti-PD1	982-39	NA	0.0829011	NA
16TC7579MC	CC75 F1	MC38	isotype	982-01	NA	0.0624332	NA
16TC7579MC	CC75 F1	MC38	isotype	982-05	0.085043	0.0624332	2.98404
51TBCC75MC	CC75 F1	MC38	isotype	982-05	0.105444	0.0829011	2.97444
16TC7579MC	CC75 F1	MC38	isotype	982-06	0.0804111	0.0624332	2.38526
16TC7579MC	CC75 F1	MC38	isotype	982-07	NA	0.0624332	NA
16TC7579MC	CC75 F1	MC38	isotype	982-08	0.0941819	0.0624332	4.64219
16TC7579MC	CC75 F1	MC38	isotype	982-10	NA	0.0624332	NA
51TBCC75MC	CC75 F1	MC38	isotype	982-11	0.133579	0.0829011	11.5941
51TBCC75MC	CC75 F1	MC38	isotype	982-12	0.0466183	0.0829011	0.173006
16TC7579MC	CC75 F1	MC38	isotype	982-15	NA	0.0624332	NA
16TC7579MC	CC75 F1	MC38	isotype	982-17	0.0251196	0.0624332	0.164593
16TC7579MC	CC75 F1	MC38	isotype	982-18	NA	0.0624332	NA
16TC7579MC	CC75 F1	MC38	isotype	982-19	0.0514187	0.0624332	0.587075
16TC7579MC	CC75 F1	MC38	isotype	982-21	0.0384253	0.0624332	0.313208
51TBCC75MC	CC75 F1	MC38	isotype	982-22	0.119451	0.0829011	5.85525
16TC7579MC	CC75 F1	MC38	isotype	982-23	NA	0.0624332	NA
51TBCC75MC	CC75 F1	MC38	isotype	982-24	0.106553	0.0829011	3.13826
51TBCC75MC	CC75 F1	MC38	isotype	982-28	0.0714218	0.0829011	0.574031
51TBCC75MC	CC75 F1	MC38	isotype	982-32	0.129534	0.0829011	9.53443
51TBCC75MC	CC75 F1	MC38	isotype	982-34	0.094176	0.0829011	1.72494
51TBCC75MC	CC75 F1	MC38	isotype	982-36	-0.102742	0.0829011	1.26324e-4
51TBCC75MC	CC75 F1	MC38	isotype	982-37	0.124976	0.0829011	7.64846
48TB7803MC	CC78 F1	MC38	anti-PD1	980-01	0.076714	0.0519376	3.31363
48TB7803MC	CC78 F1	MC38	anti-PD1	980-03	0.0348217	0.0519376	0.437085
48TB7803MC	CC78 F1	MC38	anti-PD1	980-06	-0.024811	0.0519376	0.0244501
48TB7803MC	CC78 F1	MC38	anti-PD1	980-07	-0.123069	0.0519376	2.11278e-4
48TB7803MC	CC78 F1	MC38	anti-PD1	980-09	-0.0862705	0.0519376	0.00125207
48TB7803MC	CC78 F1	MC38	anti-PD1	980-10	-0.127952	0.0519376	1.6685e-4
48TB7803MC	CC78 F1	MC38	anti-PD1	980-12	-0.0835526	0.0519376	0.00142793
48TB7803MC	CC78 F1	MC38	anti-PD1	980-13	-5.42821e-4	0.0519376	0.0790518
48TB7803MC	CC78 F1	MC38	anti-PD1	980-14	0.024312	0.0519376	0.262944
48TB7803MC	CC78 F1	MC38	anti-PD1	980-17	-0.155741	0.0519376	4.35264e-5
48TB7803MC	CC78 F1	MC38	anti-PD1	980-18	0.00456151	0.0519376	0.101182
48TB7803MC	CC78 F1	MC38	anti-PD1	980-20	0.0204174	0.0519376	0.217809
48TB7803MC	CC78 F1	MC38	isotype	980-02	-0.0759074	0.0519376	0.0020666
48TB7803MC	CC78 F1	MC38	isotype	980-04	-0.272034	0.0519376	1.57252e-7
48TB7803MC	CC78 F1	MC38	isotype	980-05	0.0302188	0.0519376	0.349869
48TB7803MC	CC78 F1	MC38	isotype	980-08	0.102383	0.0519376	11.4647
48TB7803MC	CC78 F1	MC38	isotype	980-11	0.100842	0.0519376	10.6413
48TB7803MC	CC78 F1	MC38	isotype	980-15	0.117755	0.0519376	24.1087
48TB7803MC	CC78 F1	MC38	isotype	980-16	0.156329	0.0519376	155.678
48TB7803MC	CC78 F1	MC38	isotype	980-19	0.0977607	0.0519376	9.16824
48TB7803MC	CC78 F1	MC38	isotype	980-21	0.0970276	0.0519376	8.84892
48TB7803MC	CC78 F1	MC38	isotype	980-22	0.068368	0.0519376	2.21329
48TB7803MC	CC78 F1	MC38	isotype	980-23	0.106528	0.0519376	14.0084
48TB7803MC	CC78 F1	MC38	isotype	980-24	0.0939795	0.0519376	7.63624
16TC7579MC	CC79 F1	MC38	anti-PD1	981-26	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	anti-PD1	981-27	0.0781693	0.0957883	0.426581
16TC7579MC	CC79 F1	MC38	anti-PD1	981-30	0.0686086	0.0957883	0.268675
16TC7579MC	CC79 F1	MC38	anti-PD1	981-32	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	anti-PD1	981-35	0.107923	0.0957883	1.79818
16TC7579MC	CC79 F1	MC38	anti-PD1	981-36	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	anti-PD1	981-39	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	anti-PD1	981-40	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	anti-PD1	981-42	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	anti-PD1	981-44	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	anti-PD1	981-45	0.0708719	0.0957883	0.299748
16TC7579MC	CC79 F1	MC38	isotype	981-25	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	isotype	981-28	0.0456583	0.0957883	0.0885668
16TC7579MC	CC79 F1	MC38	isotype	981-29	0.0774428	0.0957883	0.411855
16TC7579MC	CC79 F1	MC38	isotype	981-31	0.103702	0.0957883	1.46618
16TC7579MC	CC79 F1	MC38	isotype	981-33	0.123682	0.0957883	3.85265
16TC7579MC	CC79 F1	MC38	isotype	981-34	0.0818566	0.0957883	0.50984
16TC7579MC	CC79 F1	MC38	isotype	981-37	0.158586	0.0957883	20.8333
16TC7579MC	CC79 F1	MC38	isotype	981-38	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	isotype	981-41	NA	0.0957883	NA
16TC7579MC	CC79 F1	MC38	isotype	981-43	0.0795905	0.0957883	0.456926
20T80121MC	CC80 F1	MC38	anti-PD1	303-01	0.101764	0.095118	1.37902
20T80121MC	CC80 F1	MC38	anti-PD1	303-03	0.0621283	0.095118	0.202869
20T80121MC	CC80 F1	MC38	anti-PD1	303-04	0.0953913	0.095118	1.0133
20T80121MC	CC80 F1	MC38	anti-PD1	303-05	0.0329409	0.095118	0.049463
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-05	0.0811554	0.10978	0.250544
20T80121MC	CC80 F1	MC38	anti-PD1	303-06	0.0871733	0.095118	0.681023
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-06	-0.00831323	0.10978	0.00331163
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-07	-0.0666286	0.10978	1.97432e-4
20T80121MC	CC80 F1	MC38	anti-PD1	303-08	NA	0.095118	NA
20T80121MC	CC80 F1	MC38	anti-PD1	303-09	0.0551611	0.095118	0.144845
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-09	-0.00118534	0.10978	0.00467441
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-10	0.079606	0.10978	0.232458
20T80121MC	CC80 F1	MC38	anti-PD1	303-11	0.110165	0.095118	2.07006
20T80121MC	CC80 F1	MC38	anti-PD1	303-12	0.0617499	0.095118	0.199191
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-13	0.0801612	0.10978	0.238783
20T80121MC	CC80 F1	MC38	anti-PD1	303-14	0.0875284	0.095118	0.692818
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-14	NA	0.10978	NA
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-17	0.0929486	0.10978	0.443139
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-18	NA	0.10978	NA
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-19	NA	0.10978	NA
20T80121MC	CC80 F1	MC38	anti-PD1	303-20	0.0970954	0.095118	1.10034
20T80121MC	CC80 F1	MC38	anti-PD1	303-21	0.0998833	0.095118	1.25913
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-22	NA	0.10978	NA
41TBCC80MC	CC80 F1	MC38	anti-PD1	303-24	0.102618	0.10978	0.707289
41TBCC80MC	CC80 F1	MC38	isotype	303-01	0.0918609	0.10978	0.420434
20T80121MC	CC80 F1	MC38	isotype	303-02	0.0989435	0.095118	1.20319
41TBCC80MC	CC80 F1	MC38	isotype	303-02	NA	0.10978	NA
41TBCC80MC	CC80 F1	MC38	isotype	303-03	0.118442	0.10978	1.52019
41TBCC80MC	CC80 F1	MC38	isotype	303-04	0.131842	0.10978	2.90602
20T80121MC	CC80 F1	MC38	isotype	303-07	0.0909269	0.095118	0.816556
41TBCC80MC	CC80 F1	MC38	isotype	303-08	0.0936521	0.10978	0.458472
20T80121MC	CC80 F1	MC38	isotype	303-10	0.109392	0.095118	1.99415
41TBCC80MC	CC80 F1	MC38	isotype	303-11	0.101451	0.10978	0.668498
41TBCC80MC	CC80 F1	MC38	isotype	303-12	0.09249	0.10978	0.433421
20T80121MC	CC80 F1	MC38	isotype	303-13	0.0916919	0.095118	0.847328
20T80121MC	CC80 F1	MC38	isotype	303-15	0.0525451	0.095118	0.127635
41TBCC80MC	CC80 F1	MC38	isotype	303-15	0.113004	0.10978	1.16871
20T80121MC	CC80 F1	MC38	isotype	303-16	0.0782834	0.095118	0.443071
41TBCC80MC	CC80 F1	MC38	isotype	303-16	0.146922	0.10978	6.02532
20T80121MC	CC80 F1	MC38	isotype	303-17	0.0903357	0.095118	0.793545
20T80121MC	CC80 F1	MC38	isotype	303-18	0.0961928	0.095118	1.05335
20T80121MC	CC80 F1	MC38	isotype	303-19	0.111145	0.095118	2.17056
41TBCC80MC	CC80 F1	MC38	isotype	303-20	0.101106	0.10978	0.657417
41TBCC80MC	CC80 F1	MC38	isotype	303-21	0.106575	0.10978	0.856433
20T80121MC	CC80 F1	MC38	isotype	303-22	0.0905999	0.095118	0.803749
20T80121MC	CC80 F1	MC38	isotype	303-23	0.098162	0.095118	1.15857
41TBCC80MC	CC80 F1	MC38	isotype	303-23	0.110235	0.10978	1.02225
20T80121MC	CC80 F1	MC38	isotype	303-24	0.133197	0.095118	6.30473
